,Building,Class,Actual_Enrl,Day_start_M,Day_end_M,Latitude,Longitude
2,AB,ART 227,8,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
3,AB,ART 581,2,2016-09-26 13:00:00,2016-09-26 14:50:00,679061.044896,7642575.33562
8,AB,ART 118,25,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
9,AB,ART 320,21,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
10,AB,ART 118,22,2016-09-26 18:00:00,2016-09-26 20:50:00,679061.044896,7642575.33562
14,AB,ART 210,18,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
15,AB,ART 200,23,2016-09-26 12:00:00,2016-09-26 14:50:00,679061.044896,7642575.33562
16,AB,ART 341,18,2016-09-26 18:00:00,2016-09-26 20:50:00,679061.044896,7642575.33562
19,AB,ART 472,15,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
20,AB,ART 254,20,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
24,AB,ART 399,7,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
25,AB,ART 224,15,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
26,AB,ART 224,19,2016-09-26 18:00:00,2016-09-26 20:50:00,679061.044896,7642575.33562
30,AB,ARH 361U,40,2016-09-26 13:00:00,2016-09-26 14:50:00,679061.044896,7642575.33562
31,AB,ARH 491,27,2016-09-26 15:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
32,AB,ARH 591,3,2016-09-26 15:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
33,AB,ARH 290,54,2016-09-26 18:00:00,2016-09-26 19:50:00,679061.044896,7642575.33562
39,AB,ART 312,16,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
42,AB,ART 182,20,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
47,AB,ART 203,10,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
48,AB,ART 299,6,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
49,AB,ART 399,10,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
51,AB,ART 115,25,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
52,AB,ART 115,25,2016-09-26 14:00:00,2016-09-26 16:50:00,679061.044896,7642575.33562
53,AB,ART 115,24,2016-09-26 18:40:00,2016-09-26 21:20:00,679061.044896,7642575.33562
57,AB,ART 131,20,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
59,AB,ART 354,21,2016-09-26 09:00:00,2016-09-26 11:50:00,679061.044896,7642575.33562
60,AB,ART 333,16,2016-09-26 12:00:00,2016-09-26 14:50:00,679061.044896,7642575.33562
61,AB,ART 354,17,2016-09-26 18:00:00,2016-09-26 20:50:00,679061.044896,7642575.33562
69,ASRC,EC 201,205,2016-09-26 10:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
70,ASRC,ME 452,25,2016-09-26 12:00:00,2016-09-26 13:50:00,680048.965263,7642730.146919999
71,ASRC,ME 552,8,2016-09-26 12:00:00,2016-09-26 13:50:00,680048.965263,7642730.146919999
72,ASRC,ME 321,153,2016-09-26 14:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
73,ASRC,ME 420,24,2016-09-26 16:40:00,2016-09-26 18:30:00,680048.965263,7642730.146919999
74,ASRC,ME 520,11,2016-09-26 16:40:00,2016-09-26 18:30:00,680048.965263,7642730.146919999
75,ASRC,CS 469,55,2016-09-26 18:40:00,2016-09-26 21:20:00,680048.965263,7642730.146919999
83,ASRC,EC 321U,36,2016-09-26 10:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
84,ASRC,EC 332U,32,2016-09-26 12:00:00,2016-09-26 13:50:00,680048.965263,7642730.146919999
85,ASRC,MTH 251,38,2016-09-26 14:00:00,2016-09-26 15:05:00,680048.965263,7642730.146919999
86,ASRC,PHE 466,39,2016-09-26 15:15:00,2016-09-26 16:20:00,680048.965263,7642730.146919999
87,ASRC,PHE 566,2,2016-09-26 15:15:00,2016-09-26 16:20:00,680048.965263,7642730.146919999
88,ASRC,ETM 520,27,2016-09-26 17:30:00,2016-09-26 21:10:00,680048.965263,7642730.146919999
89,ASRC,ETM 620,1,2016-09-26 17:30:00,2016-09-26 21:10:00,680048.965263,7642730.146919999
109,ASRC,CS 333,57,2016-09-26 08:15:00,2016-09-26 10:05:00,680048.965263,7642730.146919999
110,ASRC,SW 539,23,2016-09-26 13:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
111,ASRC,PS 380U,17,2016-09-26 16:40:00,2016-09-26 18:30:00,680048.965263,7642730.146919999
127,ASRC,EC 442,42,2016-09-26 10:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
128,ASRC,EC 542,2,2016-09-26 10:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
129,ASRC,BI 357,57,2016-09-26 12:45:00,2016-09-26 13:50:00,680048.965263,7642730.146919999
130,ASRC,PHL 310U,95,2016-09-26 14:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
131,ASRC,ISQA 410,26,2016-09-26 17:30:00,2016-09-26 21:10:00,680048.965263,7642730.146919999
142,ASRC,PE 128,24,2016-09-26 09:00:00,2016-09-26 09:50:00,680048.965263,7642730.146919999
143,ASRC,PE 124,29,2016-09-26 10:15:00,2016-09-26 11:05:00,680048.965263,7642730.146919999
144,ASRC,PE 125,27,2016-09-26 11:30:00,2016-09-26 12:20:00,680048.965263,7642730.146919999
145,ASRC,PE 129,19,2016-09-26 12:45:00,2016-09-26 13:35:00,680048.965263,7642730.146919999
146,ASRC,PE 104,42,2016-09-26 15:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
147,ASRC,PE 132,20,2016-09-26 17:00:00,2016-09-26 18:50:00,680048.965263,7642730.146919999
166,ASRC,SW 540,30,2016-09-26 09:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
167,ASRC,SW 555,30,2016-09-26 13:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
168,ASRC,SW 511,11,2016-09-26 16:00:00,2016-09-26 17:20:00,680048.965263,7642730.146919999
169,ASRC,SW 539,23,2016-09-26 17:30:00,2016-09-26 20:20:00,680048.965263,7642730.146919999
186,ASRC,SW 525,17,2016-09-26 09:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
187,ASRC,SW 539,17,2016-09-26 13:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
188,ASRC,SW 511,14,2016-09-26 16:00:00,2016-09-26 17:20:00,680048.965263,7642730.146919999
189,ASRC,SW 539,24,2016-09-26 17:30:00,2016-09-26 20:20:00,680048.965263,7642730.146919999
205,ASRC,SW 530,30,2016-09-26 09:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
206,ASRC,SW 540,26,2016-09-26 13:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
207,ASRC,SW 511,15,2016-09-26 16:00:00,2016-09-26 17:20:00,680048.965263,7642730.146919999
208,ASRC,SW 528,17,2016-09-26 17:30:00,2016-09-26 20:20:00,680048.965263,7642730.146919999
227,ASRC,SW 530,25,2016-09-26 09:00:00,2016-09-26 11:50:00,680048.965263,7642730.146919999
228,ASRC,SW 540,32,2016-09-26 13:00:00,2016-09-26 15:50:00,680048.965263,7642730.146919999
229,ASRC,SW 511,15,2016-09-26 16:00:00,2016-09-26 17:20:00,680048.965263,7642730.146919999
230,ASRC,SW 542,21,2016-09-26 17:30:00,2016-09-26 20:20:00,680048.965263,7642730.146919999
241,BDWY,LING 152,21,2016-09-26 09:00:00,2016-09-26 10:05:00,679425.738764,7642141.8952399995
242,BDWY,LING 152,19,2016-09-26 10:15:00,2016-09-26 11:20:00,679425.738764,7642141.8952399995
243,BDWY,LING 124,18,2016-09-26 11:30:00,2016-09-26 12:35:00,679425.738764,7642141.8952399995
244,BDWY,LING 124,19,2016-09-26 12:45:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
245,BDWY,LING 134,17,2016-09-26 14:00:00,2016-09-26 15:05:00,679425.738764,7642141.8952399995
246,BDWY,SPHR 587,18,2016-09-26 17:30:00,2016-09-26 19:20:00,679425.738764,7642141.8952399995
255,BDWY,SPAN 101,25,2016-09-26 07:45:00,2016-09-26 08:50:00,679425.738764,7642141.8952399995
256,BDWY,SPAN 201,23,2016-09-26 09:00:00,2016-09-26 10:05:00,679425.738764,7642141.8952399995
257,BDWY,SPAN 203,17,2016-09-26 10:15:00,2016-09-26 11:20:00,679425.738764,7642141.8952399995
258,BDWY,INTL 407,19,2016-09-26 12:45:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
259,BDWY,INTL 407H,2,2016-09-26 12:45:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
260,BDWY,LING 144,17,2016-09-26 14:00:00,2016-09-26 15:05:00,679425.738764,7642141.8952399995
261,BDWY,SPAN 203,17,2016-09-26 16:40:00,2016-09-26 18:30:00,679425.738764,7642141.8952399995
270,BDWY,LING 142,20,2016-09-26 09:00:00,2016-09-26 10:05:00,679425.738764,7642141.8952399995
271,BDWY,LING 142,18,2016-09-26 10:15:00,2016-09-26 11:20:00,679425.738764,7642141.8952399995
272,BDWY,LING 134,16,2016-09-26 11:30:00,2016-09-26 12:35:00,679425.738764,7642141.8952399995
273,BDWY,LING 144,16,2016-09-26 12:45:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
274,BDWY,LING 124,19,2016-09-26 14:00:00,2016-09-26 15:05:00,679425.738764,7642141.8952399995
275,BDWY,LING 131,17,2016-09-26 15:15:00,2016-09-26 17:35:00,679425.738764,7642141.8952399995
287,BDWY,PHL 300U,30,2016-09-26 09:00:00,2016-09-26 10:05:00,679425.738764,7642141.8952399995
288,BDWY,PHE 295,44,2016-09-26 10:15:00,2016-09-26 11:20:00,679425.738764,7642141.8952399995
289,BDWY,COMM 336U,38,2016-09-26 12:00:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
290,BDWY,PHE 443U,39,2016-09-26 14:00:00,2016-09-26 15:50:00,679425.738764,7642141.8952399995
291,BDWY,COUN 551,51,2016-09-26 16:00:00,2016-09-26 18:30:00,679425.738764,7642141.8952399995
292,BDWY,COUN 569,50,2016-09-26 18:40:00,2016-09-26 21:20:00,679425.738764,7642141.8952399995
305,BDWY,RUS 101,13,2016-09-26 09:00:00,2016-09-26 10:05:00,679425.738764,7642141.8952399995
306,BDWY,LING 142,20,2016-09-26 10:15:00,2016-09-26 11:20:00,679425.738764,7642141.8952399995
307,BDWY,LAT 201,13,2016-09-26 11:30:00,2016-09-26 12:35:00,679425.738764,7642141.8952399995
308,BDWY,LING 134,16,2016-09-26 12:45:00,2016-09-26 13:50:00,679425.738764,7642141.8952399995
309,BDWY,TUR 201,6,2016-09-26 14:00:00,2016-09-26 15:05:00,679425.738764,7642141.8952399995
323,CH,G 410,4,2016-09-26 12:30:00,2016-09-26 13:55:00,680507.418369,7642314.424760001
324,CH,G 510,9,2016-09-26 12:30:00,2016-09-26 13:55:00,680507.418369,7642314.424760001
325,CH,CH 443,31,2016-09-26 16:40:00,2016-09-26 18:30:00,680507.418369,7642314.424760001
326,CH,CH 543,1,2016-09-26 16:40:00,2016-09-26 18:30:00,680507.418369,7642314.424760001
340,CH,UNST 144G,36,2016-09-26 08:00:00,2016-09-26 09:15:00,680507.418369,7642314.424760001
341,CH,UNST 121E,35,2016-09-26 09:30:00,2016-09-26 10:45:00,680507.418369,7642314.424760001
342,CH,UNST 101C,34,2016-09-26 11:00:00,2016-09-26 12:15:00,680507.418369,7642314.424760001
343,CH,UNST 121C,36,2016-09-26 12:30:00,2016-09-26 13:45:00,680507.418369,7642314.424760001
344,CH,UNST 101G,36,2016-09-26 14:00:00,2016-09-26 15:15:00,680507.418369,7642314.424760001
345,CH,UNST 254E,34,2016-09-26 16:00:00,2016-09-26 17:15:00,680507.418369,7642314.424760001
354,CH,UNST 131M,35,2016-09-26 09:30:00,2016-09-26 10:45:00,680507.418369,7642314.424760001
355,CH,UNST 107I,37,2016-09-26 11:00:00,2016-09-26 12:15:00,680507.418369,7642314.424760001
356,CH,UNST 107G,37,2016-09-26 12:30:00,2016-09-26 13:45:00,680507.418369,7642314.424760001
357,CH,UNST 107C,36,2016-09-26 14:00:00,2016-09-26 15:15:00,680507.418369,7642314.424760001
362,CH,JPN 101,24,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
363,CH,SWED 201,7,2016-09-26 16:40:00,2016-09-26 18:30:00,680507.418369,7642314.424760001
364,CH,UNST 101C,11,2016-09-26 08:00:00,2016-09-26 08:50:00,680507.418369,7642314.424760001
365,CH,UNST 101C,11,2016-09-26 09:00:00,2016-09-26 09:50:00,680507.418369,7642314.424760001
366,CH,UNST 101C,12,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
367,CH,UNST 101G,12,2016-09-26 11:00:00,2016-09-26 11:50:00,680507.418369,7642314.424760001
368,CH,UNST 101G,12,2016-09-26 12:00:00,2016-09-26 12:50:00,680507.418369,7642314.424760001
369,CH,UNST 101G,12,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
370,CH,UNST 147B,12,2016-09-26 14:00:00,2016-09-26 14:50:00,680507.418369,7642314.424760001
371,CH,UNST 220A,12,2016-09-26 15:30:00,2016-09-26 16:20:00,680507.418369,7642314.424760001
372,CH,UNST 220A,10,2016-09-26 16:30:00,2016-09-26 17:20:00,680507.418369,7642314.424760001
373,CH,UNST 228K,12,2016-09-26 18:00:00,2016-09-26 18:50:00,680507.418369,7642314.424760001
374,CH,UNST 228K,5,2016-09-26 19:00:00,2016-09-26 19:50:00,680507.418369,7642314.424760001
392,CH,UNST 107I,12,2016-09-26 08:00:00,2016-09-26 08:50:00,680507.418369,7642314.424760001
393,CH,UNST 107I,12,2016-09-26 09:00:00,2016-09-26 09:50:00,680507.418369,7642314.424760001
394,CH,UNST 107I,13,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
395,CH,UNST 147A,12,2016-09-26 12:00:00,2016-09-26 12:50:00,680507.418369,7642314.424760001
396,CH,UNST 147A,10,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
397,CH,UNST 147A,14,2016-09-26 14:00:00,2016-09-26 14:50:00,680507.418369,7642314.424760001
398,CH,UNST 107C,14,2016-09-26 15:30:00,2016-09-26 16:20:00,680507.418369,7642314.424760001
399,CH,UNST 107C,11,2016-09-26 16:30:00,2016-09-26 17:20:00,680507.418369,7642314.424760001
400,CH,UNST 107C,11,2016-09-26 17:30:00,2016-09-26 18:20:00,680507.418369,7642314.424760001
412,CH,UNST 124C,13,2016-09-26 08:00:00,2016-09-26 08:50:00,680507.418369,7642314.424760001
413,CH,UNST 124C,10,2016-09-26 09:00:00,2016-09-26 09:50:00,680507.418369,7642314.424760001
414,CH,UNST 124C,14,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
415,CH,UNST 131M,11,2016-09-26 11:00:00,2016-09-26 11:50:00,680507.418369,7642314.424760001
416,CH,UNST 131M,12,2016-09-26 12:00:00,2016-09-26 12:50:00,680507.418369,7642314.424760001
417,CH,UNST 131M,12,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
418,CH,UNST 107G,12,2016-09-26 14:00:00,2016-09-26 14:50:00,680507.418369,7642314.424760001
419,CH,UNST 107G,14,2016-09-26 15:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
420,CH,UNST 107G,11,2016-09-26 16:00:00,2016-09-26 16:50:00,680507.418369,7642314.424760001
441,CH,PSY 345,33,2016-09-26 08:15:00,2016-09-26 10:05:00,680507.418369,7642314.424760001
442,CH,HST 314U,51,2016-09-26 10:15:00,2016-09-26 11:20:00,680507.418369,7642314.424760001
443,CH,SPHR 461,49,2016-09-26 12:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
444,CH,PSY 461U,79,2016-09-26 14:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
445,CH,ARH 110,18,2016-09-26 16:00:00,2016-09-26 17:50:00,680507.418369,7642314.424760001
446,CH,PE 281,54,2016-09-26 18:00:00,2016-09-26 18:50:00,680507.418369,7642314.424760001
453,CH,UNST 232A,9,2016-09-26 08:30:00,2016-09-26 09:20:00,680507.418369,7642314.424760001
454,CH,UNST 121E,12,2016-09-26 11:00:00,2016-09-26 11:50:00,680507.418369,7642314.424760001
455,CH,UNST 121E,12,2016-09-26 12:00:00,2016-09-26 12:50:00,680507.418369,7642314.424760001
456,CH,UNST 121E,11,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
457,CH,UNST 121C,12,2016-09-26 14:00:00,2016-09-26 14:50:00,680507.418369,7642314.424760001
458,CH,UNST 121C,12,2016-09-26 15:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
459,CH,UNST 121C,12,2016-09-26 16:00:00,2016-09-26 16:50:00,680507.418369,7642314.424760001
471,CH,ACTG 381,42,2016-09-26 08:15:00,2016-09-26 10:05:00,680507.418369,7642314.424760001
473,CH,BA 301,43,2016-09-26 10:15:00,2016-09-26 11:20:00,680507.418369,7642314.424760001
474,CH,FIN 449,28,2016-09-26 11:30:00,2016-09-26 12:35:00,680507.418369,7642314.424760001
475,CH,HST 104,43,2016-09-26 12:45:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
476,CH,HST 375U,20,2016-09-26 14:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
484,CH,UNST 117C,9,2016-09-26 10:15:00,2016-09-26 11:05:00,680507.418369,7642314.424760001
485,CH,UNST 117C,13,2016-09-26 11:30:00,2016-09-26 12:20:00,680507.418369,7642314.424760001
486,CH,UNST 117C,12,2016-09-26 12:45:00,2016-09-26 13:35:00,680507.418369,7642314.424760001
487,CH,UNST 254B,12,2016-09-26 15:30:00,2016-09-26 16:20:00,680507.418369,7642314.424760001
488,CH,UNST 254B,11,2016-09-26 16:30:00,2016-09-26 17:20:00,680507.418369,7642314.424760001
496,CH,UNST 131K,12,2016-09-26 08:00:00,2016-09-26 08:50:00,680507.418369,7642314.424760001
497,CH,UNST 131K,12,2016-09-26 09:00:00,2016-09-26 09:50:00,680507.418369,7642314.424760001
498,CH,UNST 131K,12,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
499,CH,UNST 228E,12,2016-09-26 11:00:00,2016-09-26 11:50:00,680507.418369,7642314.424760001
500,CH,UNST 131C,11,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
501,CH,UNST 134C,12,2016-09-26 14:00:00,2016-09-26 14:50:00,680507.418369,7642314.424760001
502,CH,UNST 147B,12,2016-09-26 15:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
503,CH,UNST 131C,10,2016-09-26 16:00:00,2016-09-26 16:50:00,680507.418369,7642314.424760001
504,CH,UNST 131C,10,2016-09-26 17:00:00,2016-09-26 17:50:00,680507.418369,7642314.424760001
516,CH,INTL 226D,2,2016-09-26 08:30:00,2016-09-26 09:20:00,680507.418369,7642314.424760001
517,CH,UNST 233G,8,2016-09-26 08:30:00,2016-09-26 09:20:00,680507.418369,7642314.424760001
518,CH,UNST 134A,12,2016-09-26 10:00:00,2016-09-26 10:50:00,680507.418369,7642314.424760001
519,CH,UNST 134A,12,2016-09-26 11:00:00,2016-09-26 11:50:00,680507.418369,7642314.424760001
520,CH,UNST 134A,12,2016-09-26 12:00:00,2016-09-26 12:50:00,680507.418369,7642314.424760001
521,CH,UNST 147B,12,2016-09-26 13:00:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
522,CH,UNST 134C,12,2016-09-26 15:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
523,CH,UNST 134C,12,2016-09-26 16:00:00,2016-09-26 16:50:00,680507.418369,7642314.424760001
546,CH,PSY 451,70,2016-09-26 09:00:00,2016-09-26 10:05:00,680507.418369,7642314.424760001
547,CH,PSY 348,34,2016-09-26 10:15:00,2016-09-26 11:20:00,680507.418369,7642314.424760001
548,CH,SOC 344U,18,2016-09-26 11:30:00,2016-09-26 12:35:00,680507.418369,7642314.424760001
549,CH,SOC 200,98,2016-09-26 12:45:00,2016-09-26 13:50:00,680507.418369,7642314.424760001
550,CH,PSY 200,99,2016-09-26 14:00:00,2016-09-26 15:50:00,680507.418369,7642314.424760001
